"sample_id","habitat","insertsHQ"
"SAMEA3631573","amplicon",833002
"SAMEA3631599","amplicon",1039076
"SAMEA3631601","amplicon",1233566
"SAMEA3631602","amplicon",1295209
"SAMEA3631604","amplicon",1177903
"SAMEA3631645","amplicon",761162
"SAMEA3631646","amplicon",1070314
"SAMEA3631649","amplicon",842161
"SAMEA3631653","amplicon",1580137
"SAMEA3631654","amplicon",1060611
"SAMEA3631655","amplicon",900940
"SAMEA3631656","amplicon",1160649
"SAMEA3631658","amplicon",1065084
"SAMEA3631659","amplicon",1098155
"SAMEA3631675","amplicon",942248
"SAMEA3631686","amplicon",1300974
"SAMEA3631698","amplicon",983337
"SAMEA3631724","amplicon",859410
"SAMEA3631731","amplicon",743023
"SAMEA3631733","amplicon",1230450
"SAMEA3631736","amplicon",968539
"SAMEA3631737","amplicon",940879
"SAMEA3631748","amplicon",828293
"SAMEA3631749","amplicon",845931
"SAMEA3631750","amplicon",1079898
"SAMEA3631751","amplicon",1305871
"SAMEA3631754","amplicon",1383970
"SAMEA3631755","amplicon",843634
"SAMEA3631800","amplicon",876097
"SAMEA3631808","amplicon",949058
"SAMEA3631811","amplicon",788105
"SAMEA3631838","amplicon",963123
"SAMEA3631843","amplicon",1268440
"SAMEA3631846","amplicon",944301
"SAMEA3631862","amplicon",1767227
"SAMEA3631880","amplicon",1000187
"SAMEA3631881","amplicon",926536
"SAMEA3631884","amplicon",1474521
"SAMEA3631885","amplicon",1210757
"SAMEA3631886","amplicon",721669
"SAMEA3631887","amplicon",1657666
"SAMEA3631889","amplicon",1422240
"SAMEA3631890","amplicon",1892263
"SAMEA3631891","amplicon",1028952
"SAMEA3631893","amplicon",3682885
"SAMEA3631894","amplicon",983032
"SAMEA3631896","amplicon",3093828
"SAMEA3631897","amplicon",970913
"SAMEA3632276","amplicon",1342810
"SAMEA3663005","pig gut",29730843
"SAMEA3663006","pig gut",25833514
"SAMEA3663007","pig gut",28478604
"SAMEA3663008","pig gut",26700339
"SAMEA3663009","pig gut",24377502
"SAMEA3663010","pig gut",27402009
"SAMEA3663011","pig gut",26933408
"SAMEA3663012","pig gut",25940782
"SAMEA3663013","pig gut",27889799
"SAMEA3663014","pig gut",28238037
"SAMEA3663015","pig gut",27708004
"SAMEA3663016","pig gut",25754095
"SAMEA3663017","pig gut",28036858
"SAMEA3663018","pig gut",18868249
"SAMEA3663019","pig gut",27163643
"SAMEA3663020","pig gut",27984762
"SAMEA3663021","pig gut",21886278
"SAMEA3663022","pig gut",23351786
"SAMEA3663023","pig gut",23659000
"SAMEA3663024","pig gut",26376976
"SAMEA3663025","pig gut",24389671
"SAMEA3663026","pig gut",24923841
"SAMEA3663027","pig gut",29647407
"SAMEA3663028","pig gut",33244131
"SAMEA3663029","pig gut",21844566
"SAMEA3663030","pig gut",23727756
"SAMEA3663031","pig gut",22876136
"SAMEA3663032","pig gut",23777019
"SAMEA3663033","pig gut",23320725
"SAMEA3663034","pig gut",26131699
"SAMEA3663035","pig gut",25139250
"SAMEA3663036","pig gut",24679595
"SAMEA3663037","pig gut",26462746
"SAMEA3663038","pig gut",27270813
"SAMEA3663039","pig gut",27936652
"SAMEA3663040","pig gut",33367668
"SAMEA3663041","pig gut",26370268
"SAMEA3663042","pig gut",26756205
"SAMEA3663043","pig gut",24008076
"SAMEA3663044","pig gut",24998369
"SAMEA3663045","pig gut",24572582
"SAMEA3663046","pig gut",24468086
"SAMEA3663047","pig gut",22421558
"SAMEA3663048","pig gut",25293973
"SAMEA3663049","pig gut",18855118
"SAMEA3663050","pig gut",30141638
"SAMEA3663051","pig gut",28581210
"SAMEA3663052","pig gut",21698465
"SAMEA3663053","pig gut",27058567
"SAMEA3663054","pig gut",27145590
"SAMEA3663055","pig gut",27224669
"SAMEA3663056","pig gut",34637301
"SAMEA3663057","pig gut",27742341
"SAMEA3663058","pig gut",27159753
"SAMEA3663059","pig gut",24407991
"SAMEA3663060","pig gut",24069588
"SAMEA3663061","pig gut",28029045
"SAMEA3663062","pig gut",32029974
"SAMEA3663063","pig gut",23775886
"SAMEA3663064","pig gut",28464591
"SAMEA3663065","pig gut",23561132
"SAMEA3663066","pig gut",24916378
"SAMEA3663067","pig gut",26417933
"SAMEA3663068","pig gut",28758793
"SAMEA3663069","pig gut",27720685
"SAMEA3663070","pig gut",28061678
"SAMEA3663071","pig gut",28383315
"SAMEA3663072","pig gut",24879000
"SAMEA3663073","pig gut",30155629
"SAMEA3663074","pig gut",31495493
"SAMEA3663075","pig gut",32835791
"SAMEA3663076","pig gut",31006889
"SAMEA3663077","pig gut",26425171
"SAMEA3663078","pig gut",21753282
"SAMEA3663079","pig gut",22723673
"SAMEA3663080","pig gut",25091439
"SAMEA3663081","pig gut",25260085
"SAMEA3663082","pig gut",26595140
"SAMEA3663083","pig gut",25445172
"SAMEA3663084","pig gut",26835814
"SAMEA3663085","pig gut",25530528
"SAMEA3663086","pig gut",24111054
"SAMEA3663087","pig gut",25498625
"SAMEA3663088","pig gut",24151628
"SAMEA3663089","pig gut",27363985
"SAMEA3663090","pig gut",26314747
"SAMEA3663091","pig gut",24447989
"SAMEA3663092","pig gut",26788647
"SAMEA3663093","pig gut",29248037
"SAMEA3663094","pig gut",30462975
"SAMEA3663095","pig gut",26215038
"SAMEA3663096","pig gut",25506334
"SAMEA3663097","pig gut",29854719
"SAMEA3663098","pig gut",28319731
"SAMEA3663099","pig gut",30093862
"SAMEA3663100","pig gut",29635175
"SAMEA3663101","pig gut",27882565
"SAMEA3663102","pig gut",29022587
"SAMEA3663103","pig gut",32080957
"SAMEA3663104","pig gut",26736947
"SAMEA3663105","pig gut",29410918
"SAMEA3663106","pig gut",30132957
"SAMEA3663107","pig gut",30519217
"SAMEA3663108","pig gut",28209380
"SAMEA3663109","pig gut",28801723
"SAMEA3663110","pig gut",24768295
"SAMEA3663111","pig gut",30214193
"SAMEA3663112","pig gut",32058095
"SAMEA3663113","pig gut",40916990
"SAMEA3663114","pig gut",29306400
"SAMEA3663115","pig gut",38918962
"SAMEA3663116","pig gut",28610838
"SAMEA3663117","pig gut",34236078
"SAMEA3663118","pig gut",34817947
"SAMEA3663119","pig gut",32016938
"SAMEA3663120","pig gut",28100811
"SAMEA3663121","pig gut",33827471
"SAMEA3663122","pig gut",30367334
"SAMEA3663123","pig gut",27043307
"SAMEA3663124","pig gut",30843450
"SAMEA3663125","pig gut",31545816
"SAMEA3663126","pig gut",31224697
"SAMEA3663127","pig gut",30527505
"SAMEA3663128","pig gut",31199778
"SAMEA3663129","pig gut",29064151
"SAMEA3663130","pig gut",30324015
"SAMEA3663131","pig gut",30747617
"SAMEA3663132","pig gut",27543694
"SAMEA3663133","pig gut",24864474
"SAMEA3663134","pig gut",26504978
"SAMEA3663135","pig gut",34372369
"SAMEA3663136","pig gut",31822339
"SAMEA3663137","pig gut",34797602
"SAMEA3663138","pig gut",34714393
"SAMEA3663139","pig gut",28812638
"SAMEA3663140","pig gut",33391083
"SAMEA3663141","pig gut",29839875
"SAMEA3663142","pig gut",32443257
"SAMEA3663143","pig gut",28243002
"SAMEA3663144","pig gut",26220300
"SAMEA3663145","pig gut",33529794
"SAMEA3663146","pig gut",28539615
"SAMEA3663147","pig gut",27638370
"SAMEA3663148","pig gut",31326937
"SAMEA3663149","pig gut",29139548
"SAMEA3663150","pig gut",28561467
"SAMEA3663151","pig gut",33097483
"SAMEA3663152","pig gut",32098244
"SAMEA3663153","pig gut",25967129
"SAMEA3663154","pig gut",34719121
"SAMEA3663155","pig gut",27399964
"SAMEA3663156","pig gut",31708881
"SAMEA3663157","pig gut",29176883
"SAMEA3663158","pig gut",29803905
"SAMEA3663159","pig gut",27656280
"SAMEA3663160","pig gut",30747740
"SAMEA3663161","pig gut",36880376
"SAMEA3663162","pig gut",29458646
"SAMEA3663163","pig gut",29973724
"SAMEA3663164","pig gut",35862899
"SAMEA3663165","pig gut",32886935
"SAMEA3663166","pig gut",26600794
"SAMEA3663167","pig gut",32716296
"SAMEA3663168","pig gut",31319715
"SAMEA3663169","pig gut",28795778
"SAMEA3663170","pig gut",28040780
"SAMEA3663171","pig gut",27580856
"SAMEA3663172","pig gut",33924298
"SAMEA3663173","pig gut",32774279
"SAMEA3663174","pig gut",32525069
"SAMEA3663175","pig gut",29853261
"SAMEA3663176","pig gut",29623185
"SAMEA3663177","pig gut",30160649
"SAMEA3663178","pig gut",31282066
"SAMEA3663179","pig gut",31178808
"SAMEA3663180","pig gut",37881047
"SAMEA3663181","pig gut",26187029
"SAMEA3663182","pig gut",27802834
"SAMEA3663183","pig gut",29837368
"SAMEA3663184","pig gut",31940932
"SAMEA3663185","pig gut",30244420
"SAMEA3663186","pig gut",29239891
"SAMEA3663187","pig gut",29512542
"SAMEA3663188","pig gut",25880036
"SAMEA3663189","pig gut",30857133
"SAMEA3663190","pig gut",29323012
"SAMEA3663191","pig gut",34138745
"SAMEA3663192","pig gut",32375521
"SAMEA3663193","pig gut",25321046
"SAMEA3663194","pig gut",31266204
"SAMEA3663195","pig gut",32812724
"SAMEA3663196","pig gut",31221062
"SAMEA3663197","pig gut",28823909
"SAMEA3663198","pig gut",29091456
"SAMEA3663199","pig gut",30515645
"SAMEA3663200","pig gut",30068152
"SAMEA3663201","pig gut",31269264
"SAMEA3663202","pig gut",30400411
"SAMEA3663203","pig gut",30969855
"SAMEA3663204","pig gut",27180741
"SAMEA3663205","pig gut",28586249
"SAMEA3663206","pig gut",30769840
"SAMEA3663207","pig gut",26117184
"SAMEA3663208","pig gut",23044662
"SAMEA3663209","pig gut",25235003
"SAMEA3663210","pig gut",23483320
"SAMEA3663211","pig gut",23296761
"SAMEA3663212","pig gut",31834953
"SAMEA3663213","pig gut",25765194
"SAMEA3663214","pig gut",24842456
"SAMEA3663215","pig gut",26541961
"SAMEA3663216","pig gut",26532964
"SAMEA3663217","pig gut",12643542
"SAMEA3663218","pig gut",11584437
"SAMEA3663219","pig gut",11178612
"SAMEA3663220","pig gut",11868829
"SAMEA3663221","pig gut",11967079
"SAMEA3663222","pig gut",10933810
"SAMEA3663223","pig gut",21160198
"SAMEA3663224","pig gut",21153220
"SAMEA3663225","pig gut",14341041
"SAMEA3663226","pig gut",14221664
"SAMEA3663227","pig gut",13669057
"SAMEA3663228","pig gut",19892923
"SAMEA3663229","pig gut",18513044
"SAMEA3663230","pig gut",17471475
"SAMEA3663231","pig gut",20271359
"SAMEA3663232","pig gut",18821619
"SAMEA3663233","pig gut",19043724
"SAMEA3663234","pig gut",24243867
"SAMEA3663235","pig gut",29482957
"SAMEA3663236","pig gut",26993397
"SAMEA3663237","pig gut",30059846
"SAMEA3663238","pig gut",26533418
"SAMEA3663239","pig gut",24700108
"SAMEA3663240","pig gut",28922911
"SAMEA3663241","pig gut",22169819
"SAMEA3663242","pig gut",27342108
"SAMEA3663243","pig gut",26258007
"SAMEA3663244","pig gut",30530535
"SAMEA3663245","pig gut",23666493
"SAMEA3663246","pig gut",28278940
"SAMEA3663247","pig gut",28276186
"SAMEA3663248","pig gut",25792284
"SAMEA3663249","pig gut",31117179
"SAMEA3663250","pig gut",19407510
"SAMEA3663251","pig gut",25657880
"SAMEA3663252","pig gut",25692099
"SAMEA3663253","pig gut",26102192
"SAMEA3663254","pig gut",9424748
"SAMEA3663255","pig gut",9168185
"SAMEA3663256","pig gut",10186507
"SAMEA3663257","pig gut",10195251
"SAMEA3663258","pig gut",19834504
"SAMEA3663259","pig gut",21627205
"SAMEA3663260","pig gut",9100418
"SAMEA3663261","pig gut",8787230
"SAMEA3663262","pig gut",8823009
"SAMEA3663263","pig gut",8559132
"SAMEA3663264","pig gut",8584146
"SAMEA3663265","pig gut",8306172
"SAMEA3663266","pig gut",12085656
"SAMEA3663267","pig gut",11682670
"SAMEA3663268","pig gut",14281779
"SAMEA3663269","pig gut",13802996
"SAMEA3663270","pig gut",30350404
"SAMEA3663271","pig gut",27310358
"SAMEA3663272","pig gut",18779748
"SAMEA3663273","pig gut",27153145
"SAMEA3663274","pig gut",16937526
"SAMEA3663275","pig gut",20969117
"SAMEA3663276","pig gut",25319331
"SAMEA3663277","pig gut",13849409
"SAMEA3663278","pig gut",12257238
"SAMEA3663279","pig gut",16597202
"SAMEA3663280","pig gut",25138146
"SAMEA3663281","pig gut",25961167
"SAMEA3663282","pig gut",24581144
"SAMEA3663283","pig gut",24503851
"SAMEA3663284","pig gut",24215196
"SAMEA3663285","pig gut",25296414
"SAMEA3663286","pig gut",22738578
"SAMEA3663287","pig gut",24399927
"SAMEA3663288","pig gut",26695158
"SAMEA3663289","pig gut",20541797
"SAMEA3663290","pig gut",18076323
"SAMEA3663291","pig gut",28827575
"SAMEA3663292","pig gut",26113013
"SAMEA3663293","pig gut",26845868
"SAMEA3663294","pig gut",26798292
"SAMEA3663295","pig gut",21529234
"SAMEA3663296","pig gut",25735460
"SAMEA3663297","pig gut",21995994
"SAMEA3663298","pig gut",30294535
"SAMEA3663299","pig gut",32417731
"SAMEA3664490","human gut",20995621
"SAMEA3664491","human gut",19991546
"SAMEA3664492","human gut",15241790
"SAMEA3664493","human gut",14049019
"SAMEA3664494","human gut",13029173
"SAMEA3664495","human gut",12601922
"SAMEA3664496","human gut",13102831
"SAMEA3664497","human gut",8911101
"SAMEA3664498","human gut",16955071
"SAMEA3664499","human gut",10057896
"SAMEA3664500","human gut",19672240
"SAMEA3664501","human gut",14005378
"SAMEA3664502","human gut",20397347
"SAMEA3664503","human gut",21670226
"SAMEA3664504","human gut",19964338
"SAMEA3664505","human gut",27983732
"SAMEA3664506","human gut",25287472
"SAMEA3664507","human gut",15707889
"SAMEA3664508","human gut",9475619
"SAMEA3664509","human gut",14700012
"SAMEA3664510","human gut",13850170
"SAMEA3664511","human gut",20077574
"SAMEA3664512","human gut",23071360
"SAMEA3664513","human gut",13823073
"SAMEA3664514","human gut",26027432
"SAMEA3664515","human gut",17503782
"SAMEA3664516","human gut",16944547
"SAMEA3664517","human gut",18157776
"SAMEA3664518","human gut",37955197
"SAMEA3664519","human gut",13179641
"SAMEA3664520","human gut",13114430
"SAMEA3664521","human gut",18793646
"SAMEA3664522","human gut",17183511
"SAMEA3664523","human gut",12700343
"SAMEA3664524","human gut",10153124
"SAMEA3664525","human gut",7962865
"SAMEA3664526","human gut",16507358
"SAMEA3664527","human gut",17223796
"SAMEA3664528","human gut",16541462
"SAMEA3664529","human gut",13381009
"SAMEA3664530","human gut",10726793
"SAMEA3664531","human gut",16051430
"SAMEA3664532","human gut",13551479
"SAMEA3664534","human gut",15129440
"SAMEA3664535","human gut",17834416
"SAMEA3664536","human gut",16363606
"SAMEA3664537","human gut",12592677
"SAMEA3664538","human gut",15848927
"SAMEA3664539","human gut",16273861
"SAMEA3664540","human gut",29830645
"SAMEA3664541","human gut",20112444
"SAMEA3664542","human gut",14030718
"SAMEA3664543","human gut",14015136
"SAMEA3664544","human gut",14431675
"SAMEA3664545","human gut",12918130
"SAMEA3664546","human gut",13109842
"SAMEA3664547","human gut",14188629
"SAMEA3664548","human gut",10245963
"SAMEA3664549","human gut",22560638
"SAMEA3664550","human gut",9434771
"SAMEA3664551","human gut",22204181
"SAMEA3664552","human gut",13635169
"SAMEA3664553","human gut",12328710
"SAMEA3664554","human gut",18684596
"SAMEA3664555","human gut",19639273
"SAMEA3664556","human gut",16299001
"SAMEA3664557","human gut",12554904
"SAMEA3664558","human gut",19547524
"SAMEA3664559","human gut",11707185
"SAMEA3664560","human gut",14134188
"SAMEA3664561","human gut",15488998
"SAMEA3664562","human gut",17116807
"SAMEA3664563","human gut",16015880
"SAMEA3664564","human gut",15074669
"SAMEA3664565","human gut",15502764
"SAMEA3664566","human gut",15679932
"SAMEA3664567","human gut",13360558
"SAMEA3664568","human gut",17307178
"SAMEA3664569","human gut",17960070
"SAMEA3664570","human gut",18907468
"SAMEA3664571","human gut",18416886
"SAMEA3664572","human gut",16294001
"SAMEA3664573","human gut",16403411
"SAMEA3664574","human gut",14054098
"SAMEA3664575","human gut",15942909
"SAMEA3664576","human gut",15313192
"SAMEA3664577","human gut",17842672
"SAMEA3664578","human gut",16906488
"SAMEA3664579","human gut",13580137
"SAMEA3664580","human gut",15180928
"SAMEA3664581","human gut",14418629
"SAMEA3664582","human gut",14227730
"SAMEA3664583","human gut",14156936
"SAMEA3664584","human gut",15659389
"SAMEA3664585","human gut",17835699
"SAMEA3664586","human gut",13762246
"SAMEA3664587","human gut",14556907
"SAMEA3664588","human gut",13533740
"SAMEA3664589","human gut",13196445
"SAMEA3664590","human gut",16880707
"SAMEA3664591","human gut",14153279
"SAMEA3664592","human gut",16439308
"SAMEA3664593","human gut",22490377
"SAMEA3664594","human gut",15510015
"SAMEA3664595","human gut",14018417
"SAMEA3664596","human gut",16363758
"SAMEA3664597","human gut",16573865
"SAMEA3664598","human gut",14634545
"SAMEA3664599","human gut",13088350
"SAMEA3664600","human gut",14435204
"SAMEA3664602","human gut",19976729
"SAMEA3664603","human gut",13300336
"SAMEA3664604","human gut",17259575
"SAMEA3664605","human gut",19111839
"SAMEA3664607","human gut",19839752
"SAMEA3664608","human gut",11439445
"SAMEA3664609","human gut",20343992
"SAMEA3664610","human gut",15056798
"SAMEA3664611","human gut",17113266
"SAMEA3664612","human gut",9681289
"SAMEA3664613","human gut",13037847
"SAMEA3664614","human gut",16235140
"SAMEA3664615","human gut",12266282
"SAMEA3664616","human gut",35072485
"SAMEA3664617","human gut",12607326
"SAMEA3664618","human gut",20334195
"SAMEA3664619","human gut",8244261
"SAMEA3664620","human gut",17483164
"SAMEA3664621","human gut",17888654
"SAMEA3664622","human gut",18131154
"SAMEA3664623","human gut",13294911
"SAMEA3664624","human gut",21099957
"SAMEA3664625","human gut",15030020
"SAMEA3664626","human gut",7572419
"SAMEA3664627","human gut",22091884
"SAMEA3664628","human gut",16669359
"SAMEA3664629","human gut",15958624
"SAMEA3664630","human gut",21443805
"SAMEA3664631","human gut",22753596
"SAMEA3664632","human gut",8689207
"SAMEA3664633","human gut",27422085
"SAMEA3664634","human gut",8340686
"SAMEA3664635","human gut",28598870
"SAMEA3664636","human gut",32709277
"SAMEA3664637","human gut",13393525
"SAMEA3664638","human gut",16266212
"SAMEA3664639","human gut",15956633
"SAMEA3664640","human gut",23519737
"SAMEA3664641","human gut",9588579
"SAMEA3664642","human gut",18613593
"SAMEA3664643","human gut",17507246
"SAMEA3664644","human gut",18008068
"SAMEA3664645","human gut",18678294
"SAMEA3664646","human gut",16636487
"SAMEA3664647","human gut",17765076
"SAMEA3664648","human gut",10362785
"SAMEA3664649","human gut",16464993
"SAMEA3664650","human gut",17995711
"SAMEA3664651","human gut",17449154
"SAMEA3664652","human gut",23181505
"SAMEA3664653","human gut",7317082
"SAMEA3664654","human gut",16575519
"SAMEA3664655","human gut",20648238
"SAMEA3664656","human gut",12979571
"SAMEA3664657","human gut",16137057
"SAMEA3664658","human gut",21803584
"SAMEA3664659","human gut",19652812
"SAMEA3664660","human gut",30193847
"SAMEA3664661","human gut",17379206
"SAMEA3664662","human gut",15095763
"SAMEA3664663","human gut",8618186
"SAMEA3664664","human gut",18992537
"SAMEA3664665","human gut",20992559
"SAMEA3664666","human gut",20334756
"SAMEA3664667","human gut",16598239
"SAMEA3664668","human gut",12539662
"SAMEA3664669","human gut",21822857
"SAMEA3664670","human gut",13548956
"SAMEA3664671","human gut",9594698
"SAMEA3664672","human gut",19777857
"SAMEA3664673","human gut",29589675
"SAMEA3664674","human gut",18524655
"SAMEA3664675","human gut",21611616
"SAMEA3664676","human gut",17647504
"SAMEA3664677","human gut",16845311
"SAMEA3664678","human gut",13484877
"SAMEA3664679","human gut",10172739
"SAMEA3664680","human gut",17244619
"SAMEA3664681","human gut",26927203
"SAMEA3664682","human gut",18115758
"SAMEA3664683","human gut",17359606
"SAMEA3664684","human gut",14969426
